scaffold3102,47562,47562,1,0.0,42
scaffold3102,110433,110433,-1,0.0,5
scaffold3102,47611,47611,-1,0.0,12
scaffold3102,89202,89202,1,0.0,22
scaffold3102,110490,110490,1,0.0,16
scaffold3102,47528,47528,1,0.0,34
scaffold3102,89195,89195,1,0.2,5
scaffold3102,52462,52462,1,0.0,5
scaffold3102,47903,47903,1,0.0,13
scaffold3102,121722,121722,-1,0.0,6
scaffold3102,19278,19278,-1,0.0,13
scaffold3102,114699,114699,1,0.0,9
scaffold3102,90474,90474,1,0.0,21
scaffold3102,67507,67507,-1,0.0,13
scaffold3102,110477,110477,1,0.0,25
scaffold3102,108142,108142,1,0.0,5
scaffold3102,25048,25048,-1,0.0,22
scaffold3102,47796,47796,-1,0.0,6
scaffold3102,67517,67517,-1,0.0,10
scaffold3102,19215,19215,-1,0.0,12
scaffold3102,69353,69353,-1,0.0,5
scaffold3102,114709,114709,-1,0.0,9
scaffold3102,47645,47645,1,1.0,23
scaffold3102,47513,47513,-1,0.0,16
scaffold3102,114672,114672,1,0.0,23
scaffold3102,47621,47621,1,0.782608695652174,23
scaffold3102,47559,47559,1,0.0,41
scaffold3102,19222,19222,1,0.0,6
scaffold3102,47802,47802,1,0.0,5
scaffold3102,47533,47533,-1,0.0,24
scaffold3102,47805,47805,-1,0.0,8
scaffold3102,19181,19181,1,0.0,5
scaffold3102,20471,20471,1,0.2,5
scaffold3102,47609,47609,1,0.0,8
scaffold3102,114674,114674,-1,0.0,13
scaffold3102,47820,47820,-1,0.0,9
scaffold3102,47909,47909,-1,0.0,5
scaffold9910,74193,74193,1,0.0,5
scaffold9910,62119,62119,1,0.0,29
scaffold9910,52099,52099,1,0.0,90
scaffold9910,34185,34185,-1,0.0,12
scaffold9910,30186,30186,-1,0.1836734693877551,98
scaffold9910,34281,34281,-1,0.007692307692307693,130
scaffold9910,62096,62096,-1,0.0,44
scaffold9910,34212,34212,-1,0.022727272727272728,44
scaffold9910,14498,14498,1,0.14285714285714285,7
scaffold9910,12080,12080,1,0.01694915254237288,59
scaffold9910,52228,52228,-1,0.00819672131147541,122
scaffold9910,14564,14564,-1,0.25,12
scaffold9910,34279,34279,1,0.005128205128205128,195
scaffold9910,81832,81832,-1,0.0,11
scaffold9910,81346,81346,1,0.0,14
scaffold9910,66593,66593,-1,0.0,5
scaffold9910,61987,61987,1,0.006622516556291391,151
scaffold9910,52295,52295,-1,0.0,5
scaffold9910,62011,62011,-1,0.0,71
scaffold9910,62374,62374,-1,0.02,50
scaffold9910,35431,35431,-1,0.0,15
scaffold9910,34242,34242,1,0.003236245954692557,309
scaffold9910,34293,34293,-1,0.031746031746031744,126
scaffold9910,7369,7369,1,0.0,66
scaffold9910,52038,52038,1,0.015873015873015872,126
scaffold9910,30172,30172,1,0.0,90
scaffold9910,61978,61978,1,0.007462686567164179,134
scaffold9910,52729,52729,1,0.0,5
scaffold9910,62450,62450,1,0.0,72
scaffold9910,52066,52066,-1,0.0,101
scaffold9910,61981,61981,-1,0.0,27
scaffold9910,35511,35511,-1,0.0,10
scaffold9910,82750,82750,-1,0.0,6
scaffold9910,14506,14506,1,0.0,7
scaffold9910,7406,7406,-1,0.0,10
scaffold9910,34236,34236,1,0.006993006993006993,286
scaffold9910,73524,73524,-1,0.07142857142857142,14
scaffold9910,34359,34359,-1,0.01282051282051282,156
scaffold9910,52225,52225,-1,0.0,122
scaffold9910,34261,34261,1,0.025974025974025976,231
scaffold9910,61972,61972,-1,0.0,10
scaffold9910,34174,34174,-1,0.0,7
scaffold9910,14533,14533,1,0.0,6
scaffold9910,52223,52223,1,0.009259259259259259,108
scaffold9910,81937,81937,-1,0.0,17
scaffold9910,34564,34564,-1,0.0,17
scaffold9910,34189,34189,-1,0.058823529411764705,17
scaffold9910,76680,76680,-1,0.0,10
scaffold9910,34244,34244,-1,0.013157894736842105,76
scaffold9910,62087,62087,-1,0.017241379310344827,58
scaffold9910,76721,76721,-1,0.0,18
scaffold9910,62406,62406,1,0.015873015873015872,63
scaffold9910,34232,34232,1,0.007575757575757576,264
scaffold9910,62090,62090,-1,0.020833333333333332,48
scaffold9910,62088,62088,1,0.0,47
scaffold9910,34314,34314,-1,0.021739130434782608,138
scaffold9910,34357,34357,1,0.025974025974025976,77
scaffold9910,34322,34322,-1,0.006993006993006993,143
scaffold9910,61985,61985,-1,0.0,41
scaffold9910,34346,34346,1,0.010101010101010102,99
scaffold9910,52739,52739,1,0.0,5
scaffold9910,30168,30168,-1,0.0,272
scaffold9910,52023,52023,1,0.0,17
scaffold9910,34426,34426,-1,0.017543859649122806,57
scaffold9910,34386,34386,-1,0.0189873417721519,158
scaffold9910,35476,35476,1,0.0,70
scaffold9910,34183,34183,1,0.0,172
scaffold9910,34437,34437,-1,0.0,27
scaffold9910,34599,34599,-1,0.0,14
scaffold9910,52103,52103,1,0.013888888888888888,72
scaffold9910,62024,62024,-1,0.0,69
scaffold9910,52191,52191,-1,0.02702702702702703,37
scaffold9910,81925,81925,-1,0.0,14
scaffold9910,62022,62022,1,0.0,7
scaffold9910,14535,14535,-1,0.0,9
scaffold9910,14557,14557,-1,0.0,12
scaffold9910,73509,73509,1,0.0,15
scaffold9910,61990,61990,-1,0.0,45
scaffold9910,30196,30196,-1,0.0,5
scaffold9910,35458,35458,-1,0.0,15
scaffold9910,14503,14503,1,0.0,7
scaffold9910,52253,52253,1,0.0,59
scaffold9910,62105,62105,1,0.0,41
scaffold9910,34849,34849,-1,0.0,7
scaffold9910,30134,30134,1,0.0392156862745098,102
scaffold9910,7377,7377,1,0.0,66
scaffold9910,12074,12074,1,0.0,60
scaffold9910,62398,62398,-1,0.0,37
scaffold9910,52293,52293,1,0.0,16
scaffold9910,61996,61996,1,0.0,150
scaffold9910,30124,30124,1,0.06666666666666667,75
scaffold9910,30159,30159,1,0.0,101
scaffold9910,81354,81354,1,0.0,15
scaffold9910,34299,34299,-1,0.0,132
scaffold9910,52209,52209,-1,0.0,81
scaffold9910,81830,81830,1,0.0,9
scaffold9910,34169,34169,1,0.125,32
scaffold9910,34838,34838,-1,0.14285714285714285,7
scaffold9910,34591,34591,-1,0.0,17
scaffold9910,62372,62372,1,0.0,54
scaffold9910,76719,76719,1,0.0,9
scaffold9910,52215,52215,1,0.009615384615384616,104
scaffold9910,7404,7404,1,0.0,60
scaffold9910,35456,35456,1,0.0,70
scaffold9910,81954,81954,-1,0.05263157894736842,19
scaffold9910,52095,52095,-1,0.0,24
scaffold9910,61998,61998,-1,0.0,57
scaffold9910,62438,62438,1,0.0,81
scaffold9910,76704,76704,-1,0.0,19
scaffold9910,61970,61970,1,0.009259259259259259,108
scaffold9910,76711,76711,1,0.0,9
scaffold9910,34177,34177,-1,0.0,8
scaffold9910,35429,35429,1,0.0,13
scaffold9910,34271,34271,1,0.004807692307692308,208
scaffold9910,52303,52303,1,0.0,22
scaffold9910,62035,62035,-1,0.0,76
scaffold9910,52021,52021,-1,0.0,6
scaffold9910,52226,52226,1,0.008928571428571428,112
scaffold9910,7428,7428,-1,0.0,11
scaffold9910,34297,34297,1,0.0,174
scaffold9910,34827,34827,-1,0.0,7
scaffold9910,73477,73477,-1,0.0,9
scaffold9910,34356,34356,-1,0.012422360248447204,161
scaffold9910,62122,62122,1,0.0,24
scaffold9910,62077,62077,-1,0.0375,80
scaffold9910,52751,52751,1,0.0,6
scaffold9910,76701,76701,-1,0.05555555555555555,18
scaffold9910,62408,62408,-1,0.04,25
scaffold9910,34354,34354,1,0.0,78
scaffold9910,62353,62353,-1,0.0,12
scaffold9910,62033,62033,1,0.03333333333333333,30
scaffold9910,73511,73511,-1,0.0,16
scaffold9910,62121,62121,-1,0.0,35
scaffold9910,52086,52086,1,0.02127659574468085,94
scaffold9910,62350,62350,1,0.0,20
scaffold9910,81790,81790,1,0.0,11
scaffold9910,76714,76714,-1,0.0,17
scaffold9910,62396,62396,1,0.0,57
scaffold9910,30161,30161,-1,0.006514657980456026,307
scaffold9910,62430,62430,1,0.0,82
scaffold9910,62030,62030,1,0.03225806451612903,31
scaffold9910,52032,52032,-1,0.0,32
scaffold9910,52040,52040,-1,0.0,71
scaffold9910,35469,35469,1,0.014285714285714285,70
scaffold9910,52182,52182,-1,0.0,12
scaffold9910,34263,34263,-1,0.009523809523809525,105
scaffold9910,62149,62149,-1,0.0,5
scaffold9910,34273,34273,-1,0.0,129
scaffold9910,62009,62009,1,0.0,69
scaffold9910,34821,34821,-1,0.0,7
scaffold9910,62094,62094,1,0.0,48
scaffold9910,34384,34384,1,0.0,9
scaffold9910,52160,52160,-1,0.07692307692307693,13
scaffold9910,52102,52102,-1,0.0,38
scaffold9910,34340,34340,-1,0.0,169
scaffold9910,34235,34235,-1,0.0,58
scaffold9910,52026,52026,-1,0.0,14
scaffold9910,7374,7374,1,0.0,66
scaffold9910,34477,34477,-1,0.0,19
scaffold9910,62107,62107,-1,0.0,41
scaffold9910,12107,12107,1,0.017857142857142856,56
scaffold9910,73522,73522,1,0.05,20
scaffold9910,52255,52255,-1,0.0,62
scaffold9910,81376,81376,1,0.07142857142857142,14
scaffold9910,22723,22723,-1,0.0,9
scaffold5401,14650,14650,1,0.0,5
scaffold5401,95623,95623,1,0.008,125
scaffold5401,3995,3995,1,0.0,5
scaffold5401,40714,40714,1,0.0,6
scaffold5401,72717,72717,-1,0.0,35
scaffold5401,66735,66735,-1,0.0,8
scaffold5401,72681,72681,-1,0.0,16
scaffold5401,11610,11610,-1,0.0,64
scaffold5401,95607,95607,1,0.0,176
scaffold5401,11496,11496,-1,0.0,11
scaffold5401,72714,72714,-1,0.0,36
scaffold5401,11465,11465,-1,0.0,12
scaffold5401,9926,9926,-1,0.0,9
scaffold5401,13738,13738,1,0.022222222222222223,45
scaffold5401,9959,9959,-1,0.0,9
scaffold5401,11591,11591,-1,0.0,62
scaffold5401,3984,3984,1,0.0,5
scaffold5401,32927,32927,1,0.0,8
scaffold5401,57403,57403,1,0.0,27
scaffold5401,40695,40695,1,0.0,5
scaffold5401,11518,11518,1,0.03076923076923077,65
scaffold5401,11563,11563,1,0.0040844111640571815,1469
scaffold5401,56939,56939,1,0.0,6
scaffold5401,95577,95577,1,0.0,61
scaffold5401,95609,95609,-1,0.03571428571428571,28
scaffold5401,56956,56956,1,0.0,7
scaffold5401,10526,10526,-1,0.0,5
scaffold5401,32975,32975,1,0.0,5
scaffold5401,4542,4542,1,0.0,5
scaffold5401,11442,11442,-1,0.0,12
scaffold5401,95579,95579,-1,0.0,20
scaffold5401,11969,11969,-1,0.0,26
scaffold5401,57488,57488,1,0.0,5
scaffold5401,9930,9930,1,0.0,5
scaffold5401,75994,75994,1,0.0,13
scaffold5401,11543,11543,1,0.008413461538461538,832
scaffold5401,79627,79627,1,0.0,6
scaffold5401,4223,4223,1,0.0,6
scaffold5401,4517,4517,1,0.0,5
scaffold5401,72424,72424,1,0.0,8
scaffold5401,96917,96917,-1,0.0,6
scaffold5401,79624,79624,1,0.0,6
scaffold5401,11484,11484,-1,0.0,5
scaffold5401,3956,3956,1,0.0,6
scaffold5401,13859,13859,1,0.0,6
scaffold5401,96953,96953,-1,0.0,17
scaffold5401,79591,79591,1,0.2,5
scaffold5401,57460,57460,1,0.0,15
scaffold5401,23010,23010,-1,0.0,7
scaffold5401,11977,11977,-1,0.0,37
scaffold5401,14637,14637,1,0.0,5
scaffold5401,95529,95529,-1,0.0,8
scaffold5401,11604,11604,-1,0.015625,64
scaffold5401,14619,14619,1,0.0,5
scaffold5401,11956,11956,-1,0.0,9
scaffold5401,93191,93191,1,0.0,5
scaffold5401,10786,10786,-1,0.0,23
scaffold5401,3967,3967,1,0.0,5
scaffold5401,11477,11477,1,0.0,52
scaffold5401,11998,11998,1,0.0,38
scaffold5401,93137,93137,1,0.16666666666666666,6
scaffold5401,95539,95539,-1,0.038461538461538464,26
scaffold5401,72687,72687,-1,0.0,16
scaffold5401,9924,9924,1,0.0,5
scaffold5401,11440,11440,1,0.02459016393442623,122
scaffold5401,4250,4250,1,0.0,5
scaffold5401,4262,4262,1,0.0,5
scaffold5401,75964,75964,-1,0.0,7
scaffold5401,9962,9962,-1,0.0,9
scaffold5401,11966,11966,1,0.0,38
scaffold5401,80010,80010,-1,0.0,8
scaffold5401,56943,56943,1,0.0,6
scaffold5401,75953,75953,1,0.0,12
scaffold5401,75962,75962,1,0.0,13
scaffold5401,95617,95617,-1,0.0,28
scaffold5401,11954,11954,1,0.17647058823529413,17
scaffold5401,57376,57376,1,0.047619047619047616,21
scaffold5401,96946,96946,-1,0.0,19
scaffold5401,11620,11620,1,0.0,127
scaffold5401,10519,10519,-1,0.0,5
scaffold5401,75996,75996,-1,0.0,7
scaffold5401,56936,56936,1,0.0,5
scaffold5401,13829,13829,1,0.0,6
scaffold5401,93169,93169,1,0.0,5
scaffold5401,57439,57439,1,0.0,10
scaffold5401,66725,66725,-1,0.0,8
scaffold5401,12013,12013,-1,0.0,13
scaffold5401,13778,13778,1,0.011363636363636364,88
scaffold5401,66721,66721,-1,0.0,8
scaffold5401,13856,13856,1,0.0,7
scaffold5401,40704,40704,1,0.0,7
scaffold5401,23020,23020,-1,0.14285714285714285,7
scaffold5401,57485,57485,1,0.2,5
scaffold5401,11608,11608,1,0.0,251
scaffold5401,22714,22714,1,0.0,14
scaffold5401,22717,22717,1,0.0,14
scaffold5401,22744,22744,1,0.07692307692307693,13
scaffold5401,11500,11500,-1,0.0,15
scaffold5401,13789,13789,1,0.0,41
scaffold5401,11602,11602,1,0.010327022375215147,581
scaffold5401,80007,80007,-1,0.0,8
scaffold5401,66718,66718,-1,0.0,8
scaffold5401,3595,3595,-1,0.0,11
scaffold5401,40725,40725,1,0.0,5
scaffold5401,12000,12000,-1,0.0,35
scaffold5401,72722,72722,-1,0.0,21
scaffold5401,9967,9967,-1,0.0,9
scaffold5401,95641,95641,1,0.014285714285714285,70
scaffold5401,93126,93126,1,0.0,5
scaffold5401,9932,9932,-1,0.0,10
scaffold5401,45083,45083,-1,0.0,5
scaffold5401,22709,22709,1,0.0,14
scaffold5401,11546,11546,-1,0.0,8
scaffold5401,14643,14643,1,0.0,5
scaffold5401,79978,79978,-1,0.5714285714285714,7
scaffold5401,57023,57023,-1,0.0,6
scaffold5401,80020,80020,-1,0.0,8
scaffold5401,42014,42014,1,0.0,6
scaffold5401,11520,11520,-1,0.0,17
scaffold5401,11498,11498,1,0.022727272727272728,44
scaffold5401,22464,22464,1,0.0,16
scaffold5401,57480,57480,1,0.16666666666666666,6
scaffold77,77932,77932,-1,0.023206751054852322,474
scaffold77,33895,33895,-1,0.0,5
scaffold77,66531,66531,1,0.0,6
scaffold77,49911,49911,-1,0.0,14
scaffold77,10480,10480,-1,0.0,16
scaffold77,77956,77956,1,0.012145748987854251,247
scaffold77,61740,61740,1,0.0,163
scaffold77,72635,72635,-1,0.0,13
scaffold77,10531,10531,1,0.0,5
scaffold77,46038,46038,1,0.0,12
scaffold77,15599,15599,1,0.0,7
scaffold77,82432,82432,-1,0.0,11
scaffold77,48618,48618,-1,0.0,9
scaffold77,58220,58220,-1,0.0,14
scaffold77,61746,61746,1,0.015267175572519083,131
scaffold77,82376,82376,1,0.0,70
scaffold77,77981,77981,1,0.021212121212121213,330
scaffold77,82379,82379,1,0.0,82
scaffold77,15582,15582,-1,0.0,7
scaffold77,78203,78203,1,0.0,16
scaffold77,78148,78148,-1,0.0,15
scaffold77,61732,61732,1,0.0,212
scaffold77,49179,49179,1,0.26666666666666666,15
scaffold77,81740,81740,1,0.0,48
scaffold77,61669,61669,1,0.024691358024691357,81
scaffold77,58244,58244,1,0.125,16
scaffold77,27580,27580,1,0.1111111111111111,9
scaffold77,58125,58125,1,0.0,10
scaffold77,27583,27583,-1,0.0,13
scaffold77,33830,33830,1,0.0,10
scaffold77,78260,78260,1,0.0,13
scaffold77,15580,15580,1,0.0,7
scaffold77,72650,72650,-1,0.07692307692307693,13
scaffold77,66513,66513,-1,0.0,21
scaffold77,45986,45986,-1,0.0,15
scaffold77,65440,65440,1,0.016736401673640166,239
scaffold77,72645,72645,-1,0.0,13
scaffold77,77905,77905,1,0.041237113402061855,388
scaffold77,80183,80183,-1,0.09259259259259259,108
scaffold77,33893,33893,1,0.0,24
scaffold77,42571,42571,-1,0.0,7
scaffold77,77934,77934,1,0.0117096018735363,427
scaffold77,80150,80150,1,0.003952569169960474,253
scaffold77,66451,66451,-1,0.04,25
scaffold77,78218,78218,1,0.0,16
scaffold77,67619,67619,-1,0.0,35
scaffold77,72909,72909,-1,0.0,5
scaffold77,10498,10498,-1,0.0,15
scaffold77,27543,27543,1,0.0,6
scaffold77,77838,77838,-1,0.002898550724637681,345
scaffold77,77832,77832,-1,0.021621621621621623,185
scaffold77,61663,61663,-1,0.43478260869565216,23
scaffold77,58274,58274,-1,0.011494252873563218,174
scaffold77,77970,77970,-1,0.02066115702479339,242
scaffold77,10475,10475,-1,0.0,17
scaffold77,58305,58305,1,0.03333333333333333,30
scaffold77,42529,42529,-1,0.0,11
scaffold77,33920,33920,1,0.0,26
scaffold77,81754,81754,-1,0.0,5
scaffold77,35618,35618,-1,0.0,5
scaffold77,81721,81721,1,0.0,49
scaffold77,58257,58257,1,0.04411764705882353,68
scaffold77,65579,65579,1,0.0,18
scaffold77,61909,61909,1,0.0,62
scaffold77,45978,45978,-1,0.0,9
scaffold77,77959,77959,1,0.0037174721189591076,269
scaffold77,81747,81747,1,0.0,49
scaffold77,58023,58023,-1,0.0,11
scaffold77,49774,49774,-1,0.0,11
scaffold77,49951,49951,-1,0.0,6
scaffold77,77887,77887,-1,0.02456140350877193,285
scaffold77,56913,56913,-1,0.1,20
scaffold77,33816,33816,-1,0.0,6
scaffold77,58218,58218,1,0.0,19
scaffold77,57999,57999,1,0.0,7
scaffold77,77985,77985,1,0.01056338028169014,284
scaffold77,33839,33839,1,0.058823529411764705,17
scaffold77,80652,80652,-1,0.2,5
scaffold77,42522,42522,-1,0.0,11
scaffold77,65619,65619,-1,0.016129032258064516,62
scaffold77,58283,58283,-1,0.017241379310344827,174
scaffold77,42569,42569,1,0.0,25
scaffold77,77878,77878,-1,0.024553571428571428,448
scaffold77,57957,57957,1,0.0,14
scaffold77,82370,82370,1,0.0,66
scaffold77,67636,67636,-1,0.0,6
scaffold77,61989,61989,-1,0.0,5
scaffold77,42520,42520,1,0.037037037037037035,27
scaffold77,65561,65561,-1,0.03125,32
scaffold77,77983,77983,-1,0.014634146341463415,205
scaffold77,78205,78205,-1,0.0,11
scaffold77,65602,65602,-1,0.041666666666666664,48
scaffold77,61911,61911,-1,0.0,10
scaffold77,65422,65422,-1,0.011299435028248588,354
scaffold77,58010,58010,-1,0.0,6
scaffold77,56934,56934,1,0.0,36
scaffold77,65545,65545,-1,0.026143790849673203,153
scaffold77,58225,58225,-1,0.0,11
scaffold77,82420,82420,1,0.0,61
scaffold77,32371,32371,-1,0.0,7
scaffold77,10512,10512,1,0.0,148
scaffold77,58165,58165,1,0.0,27
scaffold77,80154,80154,1,0.0045045045045045045,222
scaffold77,77923,77923,1,0.012684989429175475,473
scaffold77,58259,58259,-1,0.0,170
scaffold77,61712,61712,-1,0.0136986301369863,219
scaffold77,49888,49888,-1,0.0,14
scaffold77,33881,33881,-1,0.0,15
scaffold77,82430,82430,1,0.021739130434782608,46
scaffold77,10435,10435,-1,0.0,6
scaffold77,50802,50802,1,0.0,12
scaffold77,77836,77836,1,0.02127659574468085,47
scaffold77,80187,80187,1,0.0,18
scaffold77,81716,81716,-1,0.0,5
scaffold77,82412,82412,1,0.0,109
scaffold77,66521,66521,-1,0.05,20
scaffold77,61905,61905,-1,0.0,7
scaffold77,553,553,1,0.1111111111111111,9
scaffold77,80143,80143,1,0.007874015748031496,254
scaffold77,33879,33879,1,0.0,26
scaffold77,62793,62793,1,0.0,6
scaffold77,10511,10511,-1,0.0,14
scaffold77,58272,58272,1,0.0,99
scaffold77,77994,77994,-1,0.03937007874015748,127
scaffold77,77961,77961,-1,0.014619883040935672,342
scaffold77,58195,58195,-1,0.012987012987012988,77
scaffold77,27516,27516,-1,0.0,15
scaffold77,77869,77869,1,0.015037593984962405,133
scaffold77,81745,81745,-1,0.0,5
scaffold77,80161,80161,-1,0.007481296758104738,401
scaffold77,46040,46040,-1,0.0,23
scaffold77,56911,56911,1,0.017241379310344827,58
scaffold77,58109,58109,1,0.0,13
scaffold77,58158,58158,-1,0.0,67
scaffold77,78220,78220,-1,0.0,12
scaffold77,27602,27602,1,0.0,17
scaffold77,77929,77929,1,0.0047169811320754715,424
scaffold77,78019,78019,-1,0.034013605442176874,147
scaffold77,56839,56839,-1,0.0,15
scaffold77,42544,42544,-1,0.0,17
scaffold77,65651,65651,1,0.0,19
scaffold77,69844,69844,-1,0.2,5
scaffold77,58215,58215,-1,0.0,15
scaffold77,58069,58069,1,0.0,5
scaffold77,62807,62807,1,0.6,10
scaffold77,77992,77992,1,0.01639344262295082,366
scaffold77,81743,81743,1,0.0,49
scaffold77,49790,49790,-1,0.0,11
scaffold77,72599,72599,1,0.0,14
scaffold77,61987,61987,1,0.0,17
scaffold77,81725,81725,1,0.0,49
scaffold77,10465,10465,-1,0.0,6
scaffold77,65653,65653,-1,0.0,20
scaffold77,27618,27618,-1,0.1111111111111111,9
scaffold77,77830,77830,1,0.0,14
scaffold77,80116,80116,1,0.039473684210526314,76
scaffold77,65543,65543,1,0.007194244604316547,139
scaffold77,49796,49796,-1,0.1111111111111111,9
scaffold77,62776,62776,1,0.0,13
scaffold77,67634,67634,1,0.0,5
scaffold77,48651,48651,-1,0.0,9
scaffold77,58127,58127,-1,0.0,6
scaffold77,80152,80152,-1,0.004329004329004329,462
scaffold77,48498,48498,-1,0.0,10
scaffold77,48610,48610,-1,0.0,8
scaffold77,56821,56821,-1,0.0,18
scaffold77,66519,66519,1,0.0,5
scaffold77,27514,27514,1,0.0,10
scaffold77,15572,15572,-1,0.0,7
scaffold77,10473,10473,1,0.0,219
scaffold77,27615,27615,1,0.0,16
scaffold77,65642,65642,1,0.0,20
scaffold77,81761,81761,1,0.0,24
scaffold77,68258,68258,1,0.0,6
scaffold77,77952,77952,1,0.013605442176870748,294
scaffold77,33885,33885,1,0.045454545454545456,22
scaffold77,65559,65559,1,0.0,38
scaffold77,10509,10509,1,0.0,168
scaffold77,65493,65493,-1,0.00796812749003984,753
scaffold77,27605,27605,-1,0.0,11
scaffold77,61903,61903,1,0.0,36
scaffold77,80165,80165,1,0.017045454545454544,176
scaffold77,62816,62816,1,0.1111111111111111,9
scaffold77,58038,58038,-1,0.0,13
scaffold77,49908,49908,1,0.0,59
scaffold77,80172,80172,1,0.0,148
scaffold77,81732,81732,-1,0.0,5
scaffold77,61734,61734,-1,0.0,9
scaffold77,49886,49886,1,0.0,19
scaffold77,49924,49924,-1,0.0,10
scaffold77,49949,49949,1,0.0,19
scaffold77,80190,80190,1,0.0,8
scaffold77,66473,66473,-1,0.05263157894736842,19
scaffold77,80174,80174,-1,0.006006006006006006,333
scaffold77,77974,77974,1,0.017857142857142856,280
scaffold77,58167,58167,-1,0.0,70
scaffold77,58288,58288,1,0.01020408163265306,98
scaffold77,65581,65581,-1,0.5909090909090909,22
scaffold77,77908,77908,-1,0.029069767441860465,344
scaffold77,77963,77963,1,0.011764705882352941,255
scaffold77,78232,78232,1,0.05555555555555555,18
scaffold77,58222,58222,1,0.0,8
scaffold77,65442,65442,-1,0.004043126684636119,742
scaffold77,48614,48614,-1,0.1111111111111111,9
scaffold77,33836,33836,1,0.0,16
scaffold77,80145,80145,-1,0.0021551724137931034,464
scaffold77,77865,77865,-1,0.00205761316872428,486
scaffold77,33838,33838,-1,0.0,20
scaffold77,48622,48622,-1,0.1111111111111111,9
scaffold77,10525,10525,1,0.0,10
scaffold77,58246,58246,-1,0.0,138
scaffold77,58281,58281,1,0.010101010101010102,99
scaffold77,10478,10478,1,0.004672897196261682,214
scaffold77,66533,66533,-1,0.0,10
scaffold77,68277,68277,1,0.0,5
scaffold77,10495,10495,1,0.004975124378109453,201
scaffold77,61710,61710,1,0.0070921985815602835,423
scaffold77,10514,10514,-1,0.0,12
scaffold77,555,555,-1,0.0,5
scaffold77,78234,78234,-1,0.08333333333333333,12
scaffold77,58073,58073,1,0.0,5
scaffold77,68014,68014,1,0.0,26
scaffold77,35643,35643,-1,0.0,6
scaffold77,58193,58193,1,0.02040816326530612,49
scaffold77,58291,58291,-1,0.022388059701492536,134
scaffold77,58156,58156,1,0.0,17
scaffold77,42566,42566,-1,0.0,7
scaffold77,65644,65644,-1,0.038461538461538464,26
scaffold77,77912,77912,1,0.016166281755196306,433
scaffold77,49851,49851,1,0.0,7
scaffold77,77978,77978,1,0.01056338028169014,284
scaffold77,62771,62771,1,0.0,16
scaffold77,77948,77948,-1,0.03441295546558704,494
scaffold77,58180,58180,-1,0.027777777777777776,72
scaffold77,58309,58309,1,0.0,20
scaffold77,49788,49788,1,0.0,7
scaffold77,49922,49922,1,0.0,59
scaffold77,67309,67309,1,0.0,10
scaffold77,81736,81736,1,0.0,49
scaffold77,42542,42542,1,0.0,43
scaffold77,61672,61672,-1,0.0053475935828877,187
scaffold77,80169,80169,1,0.006493506493506494,154
scaffold77,65617,65617,1,0.018867924528301886,53
scaffold77,26341,26341,-1,0.0,33
scaffold77,62062,62062,1,0.06451612903225806,31
scaffold77,50787,50787,1,0.14285714285714285,7
scaffold77,49171,49171,1,0.0547945205479452,146
scaffold77,33887,33887,-1,0.0,7
scaffold77,557,557,1,0.07692307692307693,13
scaffold77,78029,78029,-1,0.04142011834319527,169
scaffold77,27403,27403,1,0.0,7
